track_id,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,key,mode,loudness,time_signature
656xZ2pwfA1J59EMussJOK,0.445,0.719,0.551,0.000163,8.36e-06,0.217,0.0285,142.02,7.0,1.0,-5.147,4.0
2skmOCFU64Bg7Ytkgwliwe,0.633,0.754,0.641,0.0316,2.49e-05,0.091,0.0382,137.049,8.0,1.0,-6.497,4.0
7nQqn8ZyaQdlBQPZ6KbT24,0.433,0.943,0.398,1.4e-05,0.144,0.138,0.0434,131.643,0.0,0.0,-4.467,4.0
5qnqVH96GFq3Qo71lEkFT5,0.628,0.869,0.701,0.497,0.0,0.169,0.0489,99.97,8.0,1.0,-4.339,4.0
6TBUBqz21JmF2hkeRbnwme,0.765,0.586,0.943,0.734,0.00218,0.113,0.0367,105.567,7.0,1.0,-10.332,4.0
5qNh5WtzMbfpSj2jLlBkoD,0.634,0.285,0.203,0.937,0.000359,0.232,0.0807,129.65,9.0,0.0,-14.007,4.0
3u5vKV8Jr3XON1QWz1lUbP,0.679,0.892,0.933,0.492,0.028,0.116,0.0512,92.529,7.0,1.0,-9.401,4.0
7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,0.486,0.141,6.35e-06,0.137,0.276,186.003,7.0,1.0,-7.015,4.0
3J19l4hOfwFFIF715BwVcG,0.325,0.768,0.454,0.0426,4.04e-06,0.27,0.0491,176.6,2.0,1.0,-7.51,4.0
39C5FuZ8C8M0QI8CrMsPkR,0.435,0.657,0.209,0.00983,0.00748,0.0923,0.0545,118.704,5.0,1.0,-8.868,4.0
3KhIpPRbkjr3p1eJkD51dj,0.633,0.889,0.584,0.00463,0.000458,0.0658,0.0715,121.956,5.0,1.0,-5.87,4.0
2l1GIxmkts2O0qYrlwGwF0,0.506,0.669,0.763,0.241,2e-06,0.116,0.0391,119.267,6.0,0.0,-6.755,4.0
1EuI95kVxZYLbENy8d6AOI,0.901,0.761,0.96,0.311,0.0,0.065,0.0704,119.984,4.0,0.0,-5.986,4.0
7Dm3dV3WPNdTgxoNY7YFnc,0.522,0.755,0.637,0.0517,6.63e-05,0.0781,0.0524,151.796,9.0,1.0,-6.95,4.0
0Pu71wxadDlB8fJXfjIjeJ,0.939,0.674,0.792,0.091,0.0,0.0565,0.212,96.918,0.0,1.0,-7.232,4.0
5PLC7cNlxWIMAZvXrtqsZm,0.575,0.933,0.848,0.00822,0.0,0.244,0.051,135.5,7.0,1.0,-2.719,4.0
4stNldZRtgwvHvb34INX5y,0.323,0.462,0.188,0.0531,4.45e-05,0.08,0.0294,105.995,6.0,1.0,-8.898,4.0
5LenBcq9xeHLC00Gn7AyYv,0.429,0.657,0.784,0.262,6.05e-05,0.0506,0.0788,174.984,8.0,1.0,-9.708,4.0
0K1ddNp1ev0zdik1EzuxkT,0.473,0.697,0.894,0.0229,0.0,0.0396,0.03,77.181,3.0,1.0,-6.253,4.0
1A4a167Yf7bXEkVOqon1HK,0.535,0.775,0.847,0.715,0.0,0.228,0.155,141.424,7.0,1.0,-7.606,4.0
34sAPj9hCZr4f814I3MWEy,0.702,0.788,0.852,0.0263,2.42e-06,0.0436,0.0423,120.1,7.0,1.0,-11.54,4.0
1HXaX12pA7jVuwUczy5UOd,0.562,0.692,0.653,0.0275,1.16e-06,0.276,0.0361,137.921,4.0,1.0,-9.996,4.0
2gGxroCYEruO4Bco35RnGU,0.587,0.697,0.702,0.000749,0.0,0.182,0.0682,137.088,7.0,1.0,-3.836,4.0
0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0.915,0.152,0.0,0.32,0.0776,114.481,0.0,1.0,-3.292,4.0
2NELtMgQ8HSdrGrYQPLnC3,0.59,0.808,0.601,0.000953,1.53e-06,0.0918,0.0408,106.029,1.0,1.0,-6.728,4.0
6vVfNqiMSku4FrqsqhurBK,0.81,0.76,0.56,0.301,0.0,0.103,0.232,130.991,0.0,1.0,-6.447,4.0
2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,0.809,0.0894,0.0,0.393,0.0565,100.026,7.0,1.0,-6.522,4.0
6ZQIKSFLoonDStQchogVdC,0.539,0.344,0.452,0.568,0.0,0.101,0.0421,199.942,5.0,1.0,-11.118,4.0
74Hy0E0huf9VS853otOC0m,0.582,0.939,0.273,0.0628,4.49e-05,0.0855,0.0342,130.023,8.0,0.0,-3.305,4.0
2NjO87HyT80fsgejd3PLYW,0.736,0.756,0.712,0.00632,0.00569,0.106,0.047,117.015,11.0,1.0,-7.099,4.0
1ESxXEaYZ3CvkVqBdSHZiS,0.779,0.719,0.936,0.0989,0.0,0.111,0.0279,125.996,7.0,1.0,-7.004,4.0
1Xhz8EjC4GChCe46aR0MFy,0.617,0.752,0.856,0.000957,7.51e-06,0.305,0.0547,124.038,8.0,1.0,-9.907,4.0
6UqKslmiLujULn7mpfbpaC,0.702,0.339,0.672,0.679,0.0,0.103,0.0359,133.315,10.0,1.0,-14.214,4.0
2yWyFT6bW1Rd9cjVvYi4v8,0.742,0.798,0.928,0.00346,0.00131,0.259,0.0558,128.967,9.0,1.0,-8.263,4.0
7rojor07Wzc7w3zXOxex80,0.543,0.919,0.498,0.000441,0.0,0.238,0.0415,125.017,1.0,0.0,-4.831,4.0
39umHdGKfpnjY4TFtnoQ51,0.712,0.891,0.735,0.00415,0.0,0.258,0.0401,126.012,6.0,0.0,-2.76,4.0
3g2zKo9K0MymRmkn6fXWcr,0.791,0.744,0.836,0.598,0.0,0.163,0.0549,117.057,8.0,1.0,-5.294,4.0
0iyFZC2XuPdLpfQpUeli4H,0.796,0.867,0.881,0.0742,0.00195,0.226,0.037,114.87,2.0,1.0,-10.568,4.0
4rRRVHoBP8v42QdOivhhfj,0.61,0.78,0.841,0.0212,0.0,0.309,0.0316,109.856,2.0,1.0,-9.393,4.0
4tCtwWceOPWzenK2HAIJSb,0.803,0.585,0.593,0.103,3.94e-06,0.0644,0.0432,105.017,8.0,1.0,-5.861,4.0
40rOKDgEB0PoedLUQELRFi,0.705,0.727,0.616,0.252,0.0,0.0795,0.0516,96.071,0.0,1.0,-6.237,4.0
6F5c58TMEs1byxUstkzVeM,0.671,0.771,0.436,0.00492,7.28e-06,0.354,0.0316,90.003,7.0,0.0,-4.821,4.0
5tzbM8m70V977Ezpfk8IPS,0.726,0.449,0.294,0.487,1.34e-06,0.0824,0.0286,130.388,0.0,1.0,-9.206,4.0
6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,0.525,2.23e-05,0.105,0.39,0.052,103.299,2.0,1.0,-5.877,4.0
5YDP1MSGDD5k0pm7j5KjMM,0.449,0.95,0.878,0.359,0.00325,0.661,0.0886,157.736,9.0,1.0,-6.473,4.0
6t1FIJlZWTQfIZhsGjaulM,0.675,0.61,0.344,0.0852,0.0188,0.159,0.085,131.037,1.0,1.0,-13.811,4.0
1mVTTCmWniYZrjHwHRqWyw,0.286,0.66,0.66,0.112,0.197,0.1,0.0617,92.113,7.0,1.0,-13.243,4.0
1QV6tiMFM6fSOKOGLMHYYg,0.851,0.806,0.774,0.119,1.72e-06,0.121,0.0787,119.001,4.0,1.0,-4.618,4.0
7K5u9x1qd2WyEkTN7ntm1A,0.567,0.72,0.241,0.00189,0.0,0.0829,0.0504,176.015,1.0,1.0,-6.227,4.0
41on8RwRh22IHcChAN2gm8,0.727,0.729,0.512,0.171,0.0,0.07,0.326,117.932,0.0,1.0,-2.99,4.0
4V9JDRqKjN8F2HWdlEDxvI,0.662,0.908,0.967,0.0506,0.0,0.0508,0.0449,149.941,1.0,0.0,-4.764,4.0
7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,0.47,0.0402,0.0,0.601,0.259,135.021,0.0,1.0,-4.99,4.0
0t414ewhjcIiuPVF3QECz2,0.653,0.976,0.447,0.0374,0.00173,0.561,0.0797,105.575,11.0,0.0,-5.173,4.0
2DJpq0JJbGiBuQ3S5TDpPD,0.713,0.626,0.39,0.111,0.0,0.126,0.124,158.08,4.0,0.0,-2.891,4.0
4zCWUhwXEgXrUY2C0hBfl2,0.706,0.728,0.964,0.302,0.0,0.0495,0.0909,157.972,9.0,1.0,-4.551,4.0
6ZyNjT2hYvfV5PuW84dp1E,0.636,0.946,0.891,0.115,3.75e-05,0.0416,0.332,125.085,10.0,0.0,-4.683,5.0
44x9GdJsYmbaYRBm8ROyfL,0.506,0.761,0.491,0.0122,6.87e-06,0.086,0.0973,132.436,11.0,1.0,-5.603,4.0
3YKQqwURGKQnxk9TKfq1gE,0.613,0.519,0.964,0.717,0.426,0.112,0.0362,139.564,5.0,1.0,-12.796,4.0
0PhU6i6Kei6x0CH3jocvA3,0.591,0.651,0.824,0.42,1.94e-06,0.129,0.0424,132.538,0.0,1.0,-12.882,4.0
2NtqZmfRIDkXJ2YvY2Kv1F,0.593,0.783,0.646,0.0165,7.26e-05,0.167,0.0358,141.345,10.0,1.0,-4.716,4.0
2DLkQzNRBgaAbCX4MscyTC,0.799,0.819,0.971,0.198,0.0,0.37,0.0382,122.153,0.0,1.0,-4.363,4.0
10pSiR20z5pY7a80uysJ3P,0.61,0.659,0.345,0.0242,0.0,0.0664,0.0295,97.001,7.0,1.0,-3.972,4.0
1jeWrScZZuhw3b55T1fv4O,0.261,0.38,0.0793,0.623,0.0,0.105,0.0491,74.463,4.0,1.0,-9.148,4.0
0uOKq55dztn2zNxpORp9F2,0.825,0.689,0.965,0.0369,0.0466,0.121,0.106,150.122,7.0,1.0,-10.808,4.0
1XNvUrCop20hAWfROW1CoV,0.887,0.66,0.693,0.0486,1.14e-06,0.123,0.0419,112.01,11.0,1.0,-6.116,4.0
0LzeivEHO16a8eBQGlpVkE,0.704,0.828,0.866,0.11,0.0,0.747,0.0514,133.496,5.0,0.0,-7.304,4.0
5pZrTiyyerSGHUJExDCOxZ,0.865,0.664,0.565,0.00689,0.0,0.142,0.108,162.831,2.0,1.0,-6.822,4.0
2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,0.518,0.0422,0.619,0.077,0.0271,109.942,10.0,0.0,-9.516,4.0
1ezeinbhS1HhWzA8yQIzA7,0.528,0.507,0.486,0.771,0.0,0.191,0.0269,61.007,6.0,0.0,-7.558,4.0
56zrJ2upO5VssMnqowOZOH,0.808,0.931,0.97,0.117,0.000151,0.356,0.053,113.331,1.0,1.0,-7.462,4.0
2H9CKpZiLDF223BbwehpDF,0.613,0.778,0.626,0.0985,0.0,0.356,0.0689,129.483,10.0,0.0,-3.933,4.0
1kj3ASwCuqDnzehRd3WIz3,0.228,0.942,0.942,0.00657,0.0,0.176,0.0442,203.898,7.0,1.0,-4.602,4.0
0SZIQOLgjT6awjwInBsSjV,0.604,0.723,0.68,0.432,3.96e-05,0.102,0.0358,83.455,1.0,0.0,-6.458,4.0
2QLEN3RVunMas7j0PHjeAT,0.843,0.959,0.923,0.0913,0.0,0.408,0.0914,135.988,6.0,0.0,-4.933,4.0
4AGkYEPy8SPf0JADQNsw2q,0.584,0.734,0.481,0.0129,0.0,0.147,0.0323,127.044,8.0,1.0,-5.033,4.0
3c4OULLWwgRqBfA2dJtRuY,0.557,0.791,0.89,0.0254,0.000269,0.0603,0.0389,122.337,0.0,1.0,-7.201,4.0
3tFECpGckFpp0HpQje78gi,0.379,0.664,0.301,0.0167,0.000679,0.0915,0.0307,115.272,11.0,1.0,-6.863,4.0
66xn6tB8s3l8uhj02OGneE,0.542,0.787,0.2,0.0167,0.0,0.157,0.0331,112.999,2.0,0.0,-4.618,4.0
070QivFOnOdtVznpnrUMCO,0.565,0.601,0.776,0.295,0.0,0.147,0.0378,164.981,10.0,1.0,-6.218,4.0
0a75KbBW12Hc8QtrD1gwAJ,0.745,0.892,0.923,0.759,0.00793,0.362,0.0452,129.423,1.0,1.0,-5.817,4.0
3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.633,0.0767,0.0,0.0901,0.054,110.048,0.0,1.0,-5.191,4.0
1ofagnzl7oj7z1MtwGesHX,0.214,0.223,0.181,0.915,0.0,0.136,0.0307,100.065,2.0,1.0,-13.371,3.0
3iA4foXIFpekwHyma7pRs1,0.646,0.809,0.588,0.0854,0.0,0.0806,0.0282,139.2,1.0,0.0,-3.99,4.0
6XrWIKoIwqomse4ZmBnjQd,0.701,0.605,0.505,0.653,0.0,0.0753,0.0297,106.968,0.0,1.0,-6.024,4.0
27L8sESb3KR79asDUBu8nW,0.774,0.75,0.927,0.00207,1.78e-05,0.0808,0.0412,118.015,11.0,0.0,-4.927,4.0
0ZUjPkZKjzRi6bgIuJovfY,0.399,0.708,0.688,0.118,0.0,0.179,0.0387,207.424,0.0,0.0,-10.541,4.0
46LTPfvrxlgNLyIGBup4O2,0.647,0.843,0.328,0.0192,0.686,0.104,0.0364,128.015,2.0,1.0,-4.801,4.0
2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,0.871,0.083,0.0,0.0503,0.279,89.006,0.0,1.0,-4.89,3.0
1iola53QSlUVnceCbxr15K,0.485,0.935,0.97,0.00183,0.873,0.0915,0.0414,158.427,7.0,1.0,-3.62,4.0
3PfERRzizJqTx0fuRmBgtH,0.674,0.844,0.595,0.116,0.00524,0.0805,0.0727,107.888,0.0,1.0,-7.473,4.0
0C3nGIOCvSsRwc0zpAJ9Db,0.668,0.909,0.541,0.000705,0.0448,0.235,0.0397,132.865,9.0,0.0,-9.925,4.0
0QdePZJfBpRIBautuT4FSx,0.672,0.642,0.494,0.0981,0.0,0.1,0.0313,121.981,5.0,1.0,-4.035,4.0
2EnaF6Nll7GTSAyaXvd2qW,0.611,0.583,0.263,0.113,3.41e-05,0.125,0.316,114.967,1.0,1.0,-8.529,4.0
3xgKCfRwbqie54nHtSLnhM,0.867,0.702,0.939,0.356,0.0,0.06,0.0531,123.842,0.0,1.0,-5.625,4.0
0ErrsvDylBWZeAUYbqLllv,0.662,0.624,0.961,0.165,0.0,0.0674,0.0417,174.513,10.0,0.0,-13.606,4.0
5lm8SfB4FoPbUcSDKTO8c4,0.416,0.559,0.282,0.00341,0.0,0.2,0.0267,168.142,0.0,1.0,-5.787,4.0
6qI0MU175Dk2DeoUjlrOpy,0.789,0.813,0.42,0.0294,2.07e-06,0.519,0.0374,116.007,5.0,1.0,-4.563,4.0
3Pas9u4vk4hKEIa5OtKRFF,0.428,0.644,0.113,0.205,0.0,0.119,0.0628,129.432,8.0,1.0,-7.582,4.0
7L4NzRGuukFbw4pRylIjlN,0.535,0.721,0.793,0.123,0.000185,0.665,0.0402,151.996,4.0,0.0,-10.823,4.0
1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,0.8,0.43,0.0,0.184,0.032,129.991,7.0,1.0,-10.87,4.0
6XZpVCFrDf2XMtyaX1Wst0,0.539,0.714,0.592,0.0489,0.000594,0.17,0.0278,139.055,8.0,0.0,-4.925,4.0
2DUbzMIzQz7k28KKF2fpgo,0.321,0.563,0.687,0.589,0.00387,0.348,0.0496,115.813,5.0,0.0,-10.637,3.0
6IiCb4PCrDgqLuDWgHhFi7,0.64,0.683,0.4,0.169,0.0,0.109,0.0434,146.058,2.0,1.0,-4.309,4.0
0Oc2t0ffBfnFKthTFB87zZ,0.521,0.696,0.856,0.597,4.96e-05,0.367,0.0285,79.941,5.0,1.0,-9.317,4.0
4Q0aYLHFOadFypiCpv4Rb7,0.536,0.941,0.799,0.0082,0.0,0.246,0.117,148.06,11.0,0.0,-3.8,4.0
4vHMbItY3W8VfxFuH2kQn6,0.549,0.902,0.767,0.107,0.0582,0.959,0.0531,136.449,10.0,1.0,-6.898,4.0
79hJaqmVdohltPBNN6BULM,0.708,0.567,0.955,0.07,0.00105,0.152,0.0355,103.606,10.0,0.0,-15.539,4.0
0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,0.642,0.104,0.0,0.79,0.0559,116.971,10.0,0.0,-6.687,4.0
3OalxlWH0v14kyBcNBMINt,0.562,0.681,0.357,0.113,0.0,0.11,0.0871,148.064,11.0,0.0,-4.934,4.0
1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,0.513,0.107,5.19e-06,0.118,0.0355,103.272,6.0,1.0,-5.861,4.0
0TJRfA2MIIRd3tTDK9tPPf,0.368,0.53,0.325,0.0814,0.0,0.377,0.102,85.381,0.0,1.0,-7.242,4.0
7rGOWzo4evAQQ2FzrSKp0B,0.708,0.616,0.908,0.445,0.0,0.299,0.198,177.061,5.0,1.0,-10.827,4.0
6UaRii9AH6Zss9xNMEQ2M9,0.746,0.922,0.638,0.246,0.0,0.515,0.236,86.961,10.0,1.0,-5.014,4.0
1RxSnx3hSCwX2DcG9tvpbD,0.688,0.651,0.661,0.0816,5.27e-06,0.103,0.112,120.943,7.0,1.0,-10.397,4.0
7xx8JqaauSj5Ay8Efnm0hr,0.436,0.584,0.184,0.00919,0.000257,0.172,0.0343,123.777,3.0,0.0,-3.728,4.0
1tOT50hl9UG9kGif08Fan5,0.737,0.669,0.621,0.281,0.0151,0.11,0.0483,111.99,11.0,0.0,-9.127,4.0
1qk9ujVgudgU8CyhKOx8ji,0.864,0.515,0.755,0.571,7.92e-05,0.0947,0.0367,129.048,0.0,1.0,-6.967,4.0
3APXBFJM1OTXvbsx10TgG3,0.588,0.665,0.697,0.274,1.21e-05,0.0681,0.049,178.025,3.0,1.0,-5.861,4.0
3ZHfX6kbiY7JVsB63lLOLu,0.452,0.563,0.209,0.144,0.0,0.143,0.0272,137.715,4.0,1.0,-6.607,3.0
2dC0Rl8OfpULkMvagGUwPi,0.386,0.466,0.416,0.165,1.12e-05,0.0797,0.0379,74.802,8.0,1.0,-10.773,4.0
0939D7aT18uBDS2MTjWzct,0.507,0.828,0.489,0.00711,2.44e-05,0.261,0.0449,178.032,10.0,1.0,-6.023,4.0
6LoSKNsYkRQbyuiReooMjG,0.444,0.575,0.21,0.135,3.71e-06,0.122,0.0439,177.358,5.0,1.0,-8.342,4.0
0l37J5l4eJfIdd7cea1Cl5,0.516,0.783,0.775,0.0117,1.08e-06,0.142,0.0646,122.603,1.0,1.0,-7.895,4.0
6wmazwwzaTNFnKcyQFZsuq,0.563,0.665,0.732,0.322,8.47e-06,0.468,0.0301,81.092,7.0,1.0,-8.161,4.0
0FeCO85RKW8fDRytwXof2x,0.597,0.812,0.823,0.0219,0.00106,0.102,0.0315,135.68,5.0,1.0,-12.062,4.0
4O3HRDIBChh0quFPhfDXd1,0.644,0.824,0.424,0.221,0.0072,0.171,0.231,81.055,0.0,1.0,-6.169,4.0
7EmGUiUaOSGDnUUQUDrOXC,0.715,0.802,0.327,0.139,0.0,0.177,0.0394,124.989,11.0,0.0,-4.647,4.0
4HQ9gXAtONKs8NCM0MFUTu,0.751,0.872,0.679,0.12,0.0,0.235,0.115,123.887,6.0,1.0,-4.186,4.0
6q92eTIDGRb2gMc9qYSxrn,0.367,0.946,0.457,0.00312,2.41e-05,0.156,0.105,131.934,9.0,1.0,-5.214,4.0
0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,0.168,0.163,0.0,0.106,0.0232,95.05,8.0,1.0,-6.312,3.0
3wqoAzrr5htxSZ7KzxhLHg,0.577,0.665,0.305,0.312,8.89e-05,0.138,0.0285,101.807,5.0,1.0,-5.572,4.0
6KPMiBhU6O9RBImTQXQNCe,0.777,0.94,0.749,0.0736,0.0,0.135,0.0407,113.015,8.0,0.0,-5.315,4.0
0XQHz5C8PknyrEhyrKxVKa,0.53,0.512,0.401,0.0162,7.04e-05,0.128,0.133,196.121,8.0,1.0,-7.094,4.0
0XIvZ82aDF7JiSi3ZE320u,0.482,0.601,0.774,0.00853,0.000187,0.249,0.0486,125.619,7.0,1.0,-12.846,4.0
2QZvMncP3hoLfHJXq4218n,0.792,0.737,0.952,0.397,7.42e-05,0.0628,0.0549,133.931,7.0,1.0,-12.668,4.0
3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,0.146,0.023,0.0,0.0972,0.0314,104.98,7.0,1.0,-5.146,4.0
1gaebx506AU20bCJKEQUy9,0.767,0.756,0.934,0.0643,7.88e-06,0.256,0.0287,113.906,7.0,1.0,-4.788,4.0
5qtwzv99vOr5UTwnTixn7j,0.56,0.958,0.961,0.0016,4.96e-05,0.0643,0.0412,129.984,11.0,1.0,-3.245,4.0
0iVXKGnD23wIulXZRit20N,0.612,0.876,0.971,0.0967,4.41e-05,0.0764,0.0339,135.106,0.0,1.0,-7.836,4.0
4oW1lGOw5Q5OLvoJv92qoE,0.471,0.675,0.53,0.511,0.019,0.232,0.0513,125.313,0.0,1.0,-9.07,4.0
4TTxKh1FnnGEeGWK2s8xBa,0.209,0.945,0.386,0.00141,2.28e-05,0.9,0.0589,184.197,9.0,1.0,-6.306,4.0
06C1afLEMNO4hii8mbX6sq,0.495,0.85,0.9,0.2,0.0,0.227,0.121,140.059,9.0,1.0,-6.884,4.0
0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,0.721,0.00107,1.06e-05,0.0801,0.032,122.028,1.0,0.0,-3.113,4.0
7ikgdP2UytKecFM0AXSHxy,0.583,0.959,0.564,0.0435,0.0,0.131,0.118,146.071,9.0,1.0,-2.057,4.0
5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0.797,0.137,0.0,0.0996,0.0371,138.514,0.0,1.0,-6.481,4.0
2FiceoWDJ67rrmb5tGBpgE,0.682,0.836,0.486,0.0464,3.13e-06,0.0797,0.0424,104.984,9.0,1.0,-3.777,4.0
0hfVBwMwUL5rVXaczWERTm,0.841,0.748,0.872,0.248,0.0,0.0526,0.0424,120.859,2.0,1.0,-6.279,4.0
1XAZlnVtthcDZt2NI1Dtxo,0.617,0.872,0.504,0.0158,0.112,0.408,0.048,111.458,8.0,1.0,-12.305,4.0
4F7whFNLTeLFUU73o8yO5u,0.566,0.429,0.325,0.457,3.38e-05,0.173,0.0286,147.957,2.0,1.0,-9.478,4.0
51FpzuGkRYXFgsE2zXt9av,0.516,0.15,0.205,0.13,0.0755,0.122,0.0272,97.398,1.0,1.0,-20.41,3.0
1J2tfINpEHRhCP8CUS15lE,0.926,0.816,0.777,0.042,0.0,0.114,0.221,100.757,2.0,1.0,-7.072,4.0
72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0.486,0.0746,0.000198,0.197,0.0906,126.041,0.0,1.0,-4.602,4.0
6ZUHky4ifmhzZmdt1Z2f3x,0.728,0.912,0.687,0.0695,0.00796,0.229,0.0486,119.991,9.0,0.0,-4.725,4.0
5a3L9h9YfI96BMs4QaKJ67,0.755,0.796,0.509,0.00773,0.00031,0.0502,0.0505,116.877,4.0,0.0,-7.017,4.0
7K3BhSpAxZBznislvUMVtn,0.492,0.673,0.488,0.413,0.0,0.137,0.0347,203.812,6.0,1.0,-5.431,4.0
5Ee3eEEutXbUsMYGD2rbTT,0.433,0.28,0.263,0.678,0.0,0.094,0.0378,149.519,5.0,1.0,-12.781,4.0
0TMrV95mP7sDlvbE4iVfKP,0.607,0.561,0.841,0.421,0.0,0.298,0.0425,127.638,9.0,1.0,-10.099,3.0
2O2n8eF4e7qfeUGcFwWQFp,0.628,0.6,0.692,0.0293,0.000136,0.0653,0.03,136.225,11.0,0.0,-16.276,4.0
4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,0.277,0.655,0.0,0.0865,0.0321,97.893,8.0,1.0,-12.431,4.0
3EfugazgSddQvzZpkof5I4,0.698,0.882,0.445,0.127,0.0,0.15,0.0863,106.083,4.0,0.0,-3.078,4.0
748mdHapucXQri7IAO8yFK,0.762,0.701,0.742,0.235,0.000158,0.123,0.0286,110.968,8.0,1.0,-3.541,4.0
6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,0.75,0.0379,0.0,0.0828,0.0289,116.963,9.0,0.0,-6.049,4.0
4msPRe3NEDVL6dsBcE7AhL,0.669,0.754,0.906,0.134,0.0069,0.46,0.0279,112.683,10.0,1.0,-12.223,4.0
6vXZs9rEQF7Nd6O8Ue7NrT,0.355,0.0922,0.191,0.918,0.000702,0.106,0.0515,65.952,7.0,1.0,-17.747,3.0
